Client,Lobbyist,Lobbyist_Firm,Client_Phone,Client_Address,Client_Address_2,Client_City,Client_State,Client_Zip,Client_Location
Dm Development,"Sullivan, Tara",Barbary Coast Consulting,415-692-5060,448 Linden Street,,San Francisco,CA,94102,
Landmark Partners Llc,"Mullen, Geoffrey",Lmk Services Inc.,860 408-4163,10 Mill Pond Lane,,Simsbury,CT,06070,
Bvcf,"Tam, Paul",Mercury Capital Advisors,(646) 786-8061,"Suite 2606, Tower 1, New Richport Center",,San Francisco,CA,94102,
1693 Market Street Llc,"Kelly, Susanne",Hanson Bridgett Llp,4159821476,"212 Sutter Street, 3rd Floor",,San Francisco,CA,94108,
San Francisco Travel Association,"Ballesteros, Jon",San Francisco Travel Association,415-227-2600,One Front Street,,San Francisco,CA,94111,
Webcor Builders,"Noyola, David",Platinum Advisors,650-349-2727,951 MARINERS ISLAND BOULEVARD 7TH FLOOR,,SAN MAETO,CA,94404,
Safeway,"Clemens, Alexander",Lighthouse Public Affairs,(415) 554-3000,5918 STONERIDGE MALL ROAD,,PLEASANTON,CA,94588,
Cinemasf,"Kevlin, John","Reuben, Junius & Rose, Llp",415-309-9240,3630 Balboa St.,,San Francisco,CA,94121,
"Natali, Inc.","Gladstone, Brett",Hanson Bridgett Llp,(415) 626-5017,4121 18th Street,,San Francisco,CA,94114,
Scoot,"Gruwell, Chris",Platinum Advisors,(415) 319-7020,1077 HOWARD STREET,,SAN FRANCISCO,CA,94103,
Car2go,"Jordan, K. Taylor",Lighthouse Public Affairs,(619) 794-2606,633 NINTH AVENUE,,SAN JOSE,CA,92101,
Victoria Pastry,"Garland, Marsha",Marsha Garland Public Relations,415-781-2015,700 Filbert Street,,San Francisco,CA,94133,
"Manatt, Phelps, & Phillips","Clemens, Alexander",Lighthouse Public Affairs,(415) 291-7555,"ONE EMBARCADERO CENTER, 30TH FLOOR",,SAN FRANCISCO,CA,94113,
Microsoft Corporation,"Mogi, Viva",Platinum Advisors,(415) 834-9481,870 MARKET STREET,,SAN FRANCISCO,CA,94102,
One Medical Group,"Peterson, Rich",Goodyear Peterson Hayward & Associates,(415) 578-3100,130 SUTTER STREET,,SAN FRANCISCO,CA,94104,
Broadway Entertainment Cultural Assn.,"Garland, Marsha",Marsha Garland Public Relations,415-391-3400,250 Columbus Avenue,,San Francisco,CA,94133,
"Dardong, Inc.","Lesser, Philip",Philip Lesser,(415) 828-0799,1157 Grant Avenue,,San Francisco,CA,94133,
Wine & Spirits Wholesalers Of California,"Noyola, David",Platinum Advisors,916-944-1470,4059 CRABTREE COURT,,CARMICHAEL,CA,95608,
Kilroy Realty,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 364-0000,303 2ND STREET,,SAN FRANCISCO,CA,94107,
Brown And Caldwell,"Kirk, Laura",Platinum Advisors,415-552-5849,1390 MARKET STREET,,SAN FRANCISCO,CA,94102,
Mark Sole,"Sarjapur, Melinda A.","Reuben, Junius & Rose, Llp",415-505-5415,"235 Montgomery St., Ste. 665",,San Francisco,CA,94104,
Schools Of The Sacred Heart,"Junius, Andrew","Reuben, Junius & Rose, Llp",4155632900,2222 Broadway Street,,San Francisco,CA,94115,
"Cisco Systems, Inc.","Tay, Sulie Anna","Cisco Systems, Inc.",415-389-6800,170 West Tasman Drive,,San Jose,CA,95134,
Tracy Scott,"Lesser, Philip",Philip Lesser,(415) 623-9194,21Fountain Street,,San Francisco,CA,94114,
Eaglerider,"Jordan, K. Taylor",Lighthouse Public Affairs,(415) 364-0000,11860 SOUTH LA CIENEGA BLVD.,,HAWTHORNE,CA,90250,
West Bay Builders,"Clemens, Alex",Barbary Coast Consulting,415-456-8972,250 Bel Marin Keys Boulevard,,Novato,CA,94949,
Board Of Directors Of San Francisco Zoological Society,"Jones, Dwayne",Platinum Advisors,415-576-2302,1 ZOO ROAD,,SAN FRANCISCO,CA,94132,
Adir Restaurants Corp,"Lesser, Philip",Philip Lesser,(213) 201-5231,"1625 W. Olympic Blvd., Suite 1020",,Los Angeles,CA,90015,
Ddg,"Junius, Andrew","Reuben, Junius & Rose, Llp",415-692-5054,448 Linden Street,,San Francisco,CA,94102,
California Strategies,"Potashner, Eric",Platinum Advisors,415-235-5148 â€Ž,"1 MARITIME PLAZA, #4",,SAN FRANCISCO,CA,94111,
Safeway,"Dorsey, Matt",Lighthouse Public Affairs,(925) 467-3000,5918 STONERIDGE MALL ROAD,,PLEASANTON,CA,94588,
David W. Allen Family Trust,"Gregg, Andrew",Self,415-215-4841,660 Alabama Stret,,San Francisco,CA,94110,
Lemonade,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 364-0000,10000 CULVER BOULEVARD,,CULVER CITY,CA,90232,
Accenture,"Noyola, David",Platinum Advisors,2025331100,"800 CONNECTICUT AVENUE, NW SUITE 600",,WASHINGTON,DC,20006,
"Stv, Inc.","Gruwell, Chris",Platinum Advisors,510-464-8031,"1300 CLACY STREET, SUITE 600",,OAKLAND,CA,94612,
10 Dorman,"Bell, Veronica N.",Lighthouse Public Affairs,(650) 825-5095,10 DORMAN AVENUE,,SAN FRANCISCO,CA,94124,
"Sf Office 1, Llc","Silverman, David","Reuben, Junius & Rose, Llp",2128711546,Asset Services Department,,San Francisco,CA,94111,
Presidio Knolls School,"Bell, Veronica","Goodyear Peterson Hayward & Associates, Llc",(415) 202-0770,250 10TH STREET,,SAN FRANCISCO,CA,94103,
Uber Technologies Inc.,"Noyola, David G.",Noyola Piccini Group,877-223-8023,"1455 MARKET STREET, 4TH FLOOR",,SAN FRANCISCO,CA,94103,
Lasalle Hotel Properties,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc",(391) 941-1500,7550 WISCONSIN AVENUE,,BETHESDA,MD,20814,
Group I,"Berg, Jessica",Bergdavis Public Affairs,415-394-7027,500 Sansome Street,,San Francisco,CA,94111,
Edward Jones,"Davis, Evette",Bergdavis Public Affairs,314-515-5211,12555 Manchester Rd.,,St. Louis,MO,63131,
"The Putnam Advisory Company, Llc","Stanfield, Bonnie","The Putnam Advisory Company, Llc",617-292-1000,One Post Office Square,,Boston,MA,02109,
Anycomm,"Guardino, Leslee",Canyon Snow Consulting,408-464-6374,1100 Investment Blvd.,,El Dorado Hills,CA,95762,
Lion Enterprises Llc,"Kelly, Susanne",Hanson Bridgett Llp,415-995-5179,2525 16th Street 1st Floor,,San Francisco,CA,94103,
Fitch Architects,"Loeven, Lewis",Loeven And Associates Llc,(480) 998-4200 X2325,16435 N. SCOTTSDALE ROAD,,SCOTTSDALE,AZ,85254,
Axis Development,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 992-6997,580 CALIFORNIA STREET,,SAN FRANCISCO,CA,94104,
Equity Residential (Eqr),"Junius, Andrew","Reuben, Junius & Rose, Llp",3129281182,Two North Riverside Plaza,,Chicago,IL,60606,
Westbrook Partners,"Reuben, James","Reuben, Junius & Rose, Llp",561-598-6724,7121 Fairway Drive,,Palm Beach Garden,FL,33418,
Robert & Ling Ling Randles,"Lesser, Philip",Philip Lesser,925-262-7343,2675 Mission Street,,San Francisco,CA,94110,
"Audax Management Company, Llc And Its Subsidiary Audax Management Company (Ny), Llc","Casale, Alexander A.","Audax Management Company, Llc And Its Subsidiary Audax Management Company (Ny), Llc",617 859-1500,101 Huntington Avenue,,Boston,MA,02199,
Forest City Enterprises,"Lapointe, Denise",Lapointe And Associates,415-593-4221,875 Howard Street,,San Francisco,CA,94103,
Protect Our Benefits,"Lapointe, Denise",Lapointe And Associates,415-285-1031,PO Box 320057,,San Francisco,CA,94132,
One Kings Lane,"Mogi, Viva",Platinum Advisors,(415) 293-7200,"501 SECOND STREET, SUITE 114",,SAN FRANCISCO,CA,94107,
Pfizer,"Mogi, Viva",Platinum Advisors,(212) 773-2323,235 EAST 42ND STREET,,NEW YORK,NY,10017,
"Wine Meet Cheese, Dba Shindig","Bell, Veronica","Goodyear Peterson Hayward & Associates, Llc",(415) 305-3819,403 IRVING STREET,,SAN FRANCISCO,CA,94122,
Orange Barrel Media,"Rossi, Jaime",Barbary Coast Consulting,614-294-4898,3400 Southwest Boulevard,,Columbus,OH,43123,
Nick Podell Inc.,"Piccini, Jacqueline",Platinum Advisors,650-581-6600,"1201 HOWARD AVENUE, SUITE 201",,BURLINGAME,CA,94010,
Koret Family House,"Owen, David",Platinum Advisors,415-476-0160,1234 - 10TH AVENUE,,SAN FRANCISCO,CA,94122,
City Club Of San Francisco,"Vancrum, Melissa",Hanson Bridgett Llp,415-637-6729,"155 Sansome St., Ste. 555",,San Francisco,CA,94104,
Union Square Business Improvement District,"Tourk, Alex",Ground Floor Public Affairs,(415) 781-7880,Flood Building,,San Francisco,CA,94102,
Esposito,"Garland, Marsha",Marsha Garland Public Relations,415-421-4219,1441 Stockton Street,,San Francisco,CA,94133,
Jc Bromac Corporation,"Vancrum, Melissa",Hanson Bridgett Llp,310-536-6777,"c/o Chris Clovis, VP",,Los Angeles,CA,90250,
Veolia Water North America,"Mogi, Viva",Platinum Advisors,(650) 342-3727,1103 AIRPORT BOULEVARD,,BURLINGAME,CA,94010,
Mike Borsetti,"Vancrum, Melissa",Hanson Bridgett Llp,415-995-5065,2200 Green Street,,San Francisco,CA,94123,
1140 Folsom Llc,"Kirk, Laura",Platinum Advisors,415-658-0800,"PIER 1, BAY 2",,SAN FRANCISCO,CA,94118,
Foster Interstate Media Inc.,"Gruwell, Chris",Platinum Advisors,415-538-7070,"PIER 26 ANNEX, THE EMBARCADERO",,SAN FRANCISCO,CA,94105,
"Alexandria Real Estate Equities, Inc.","Reuben, James","Reuben, Junius & Rose, Llp",6267445828,385 East Colorado Boulevard,,Pasadena,CA,91101,
Golub,"Jones, Dwayne",Platinum Advisors,(312) 440-0809,625 NORTH MICHIGAN AVENUE,,CHICAGO,IL,60611,
La Urbana,"Sullivan, Tara N.","Reuben, Junius & Rose, Llp",415-440-4500,661 Divisadero St.,,San Francisco,CA,94117,
Sf Bay Limited Partnership,"Bell, Veronica N.",Lighthouse Public Affairs,(415) 538-9400,165 BUENA VISTA AVENUE E,,SAN FRANCISCO,CA,94117,
Archstone,"Vettel, Steve",Farella Braun And Martel,(415) 503-2200,"807 Broadway, Suite 210",,Oakland,CA,94607,
Sf Armory,"Jordan, K. Taylor",Lighthouse Public Affairs,(415) 364-0000,1800 MISSION STREET,,SAN FRANCISCO,CA,94103,
"301 Sixth Street Associates, Llc","Knight, Jody","Reuben, Junius & Rose, Llp",4153922012,27 Maiden Lane,,San Francisco,CA,94108,
Sf Armory,"Hayward, A. Boe",Lighthouse Public Affairs,(415) 364-0000,1800 MISSION STREET,,SAN FRANCISCO,CA,94103,
Panoramic Interests,"Tourk, Alex",Ground Floor Public Affairs,415.701.7000,"1321 Mission St, Suite 101",,San Francisco,CA,94103,
David Nale,"Gladstone, Brett",Hanson Bridgett Llp,(415) 265-3496,124 Fillmore Street,,San Francisco,CA,94117,
Pag West Llc,"Tosta, Tim",Mckenna Long & Aldridge Llp,480-538-6910,7015 Chauncey Lane,,Phoenix,AZ,85054,
"F&f Investors, Llc","Clemens, Alexander",Lighthouse Public Affairs,(650) 520-5251,33 FALMOUTH,,SAN FRANCISCO,CA,94107,
Minerva,"Kirk, Laura",Platinum Advisors,415-649-7658,"1145 MARKET STREET, 9TH FLOOR",,SAN FRANCISCO,CA,94103,
American West Parking,"Gladstone, Brett",Hanson Bridgett Llp,415-896-4727,224 Townsend Street,,San Francisco,CA,94107,
Victor Vitlin,"Gladstone, Brett",Hanson Bridgett Llp,(415) 285-5500,"2525 16th Street, Suite 321",,San Francisco,CA,94103,
Victor Vitlin,"Gladstone, Brett",Hanson Bridgett Llp,(415) 285-5500,"2525 16th Street, Suite 321",,San Francisco,CA,94103,
"Sf 222 Sutter Street Owner, Llc","Tunny, Thomas","Reuben, Junius & Rose, Llp",415-434-3600,"300 Montgomery St., Ste. 800",,San Francisco,CA,94105,
"The Putnam Advisory Company, Llc","Lundberg, Anne","The Putnam Advisory Company, Llc",617.292.1000,1 Post Office Square,,Boston,MA,02109,
Magnetar Capital Llc,"Freed, Steven",Magnetar Capital Llc,847-905-4690,1603 Orrington Ave.,,Evantson,IL,60201,
Envisage Companies,"Knight, Jody","Reuben, Junius & Rose, Llp",6502815012,837 Fillmore St.,,San Francisco,CA,94117,
Akasa Soma Holdings Llc,"Davis, Evette",Bergdavis Public Affairs,415-431-3800,1650 Jackson Street,,San Francisco,CA,94109,
City Of San Francisco Uptown Parking Corp,"Newman, Paul",Keil And Connolly,415-982-7275,444 Stockton Street,,San Francisco,CA,95108,
Udr,"Knight, Jody","Reuben, Junius & Rose, Llp",7203487605,1745 Shea Center Drive,,Highlands Ranch,CO,80129,
Common Living Inc.,"Guehring, Ross E.",Lighthouse Public Affairs,(310) 804-7161,335 MADISON AVE. 2ND FLOOR,,NEW YORK,NY,10017,
Josh Myerberg,"Loper, Mark","Reuben, Junius & Rose, Llp",415-567-8964,c/o Stacia Keisner,,San Francisco,CA,94111,
Oracle,"Potashner, Eric",Platinum Advisors,650-506-7000,500 ORACLE PARKWAY,,REDWOOD SHORES,CA,94065,
Ips,"Jones, Dwayne",Platinum Advisors,(858) 404-0607,5601 OBERLIN DRIVE,,SAN DIEGO,CA,92121,
"Sustainable Living, Llc","Kevlin, John","Reuben, Junius & Rose, Llp",415-567-9000,1592 Union Street,,San Francisco,CA,94123,
Integral,"Hayward, A. Boe",Lighthouse Public Affairs,(404) 224-1860,"191 PEACHTREE STREET, NE SUITE 4100",,ATLANTA,GA,30303,
Wine & Spirits Wholesalers Of California,"Kirk, Laura",Platinum Advisors,916-944-1470,4059 CRABTREE COURT,,CARMICHAEL,CA,95814,
Whole Foods,"Kevlin, John","Reuben, Junius & Rose, Llp",512-477-4455,365 By Whole Foods Market,,Austin,TX,78703,
Hearst Corp.,"Dorsey, Matt",Lighthouse Public Affairs,(212) 649-2000,300 W. 57TH STREET,,NEW YORK,NY,10019,
Lemonade,"Peterson, Rich H.",Lighthouse Public Affairs,(415) 364-0000,10000 CULVER BOULEVARD,,CULVER CITY,CA,90232,
"Rescue Air, Inc.","Moscone, Christopher",Moscone Emblidge Sater & Otis,650-654-6000,1300 Industrial Road,,San Carlos,CA,94070,
Fisher Foundation,"Clemens, Alex",Barbary Coast Consulting,415-433-7475,One Maritime Plaza,,San Francisco,CA,94111,
Integral Development Llc,"Peterson, Rich",Goodyear Peterson Hayward & Associates,(404) 224-1860,"191 PEACHTREE STREET, NE",,ATLANTA,GA,30303,
Cybernet Entertainment Llc,"Loper, Mark","Reuben, Junius & Rose, Llp",4155679000,1800 Mission Street,,San Francisco,CA,94103,
First Republic Bank,"Potashner, Eric",Platinum Advisors,(415) 392-1400,111 PINE STREET,,SAN FRANCISCO,CA,94111,
Hbk Engineering,"Gruwell, Chris S.",New Deal Advisers,(312) 432-0076,921 WEST VAN BUREN STREET,,CHICAGO,IL,60607,
Beumer Corporation,"Gruwell, Chris",Platinum Advisors,732-893-2800,800 APGAR DRIVE,,SOMERSET,NJ,08873,
One Medical Group,"Garland, Marsha",Marsha Garland Public Relations,415-529-4572,"130 Sutter Street, 2nd Flr.",,San Francisco,CA,94104,
Patrick Mulligan,"Vancrum, Melissa",Hanson Bridgett Llp,4159955128,"1770 Lombard, Suite B",,San Francisco,CA,94123,
Schools Of Sacred Heart,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 292-3155,1715 OCTAVIA STREET,,SAN FRANCISCO,CA,94109,
Sfaa,"New, Janan",San Francisco Apt Assoc,(415) 255-2288,265 Ivy Street,,San Francisco,CA,94117,
Jewish Home,"Sullivan, Tara",Barbary Coast Consulting,4154692249,302 Silver Avenue,,San Francisco,CA,94112,
Prologis,"Bell, Veronica N.",Lighthouse Public Affairs,(303) 567-5000,"PIER ONE, BAY ONE",,SAN FRANCISCO,CA,94111,
Au Energy,"Jordan, K. Taylor",Lighthouse Public Affairs,(510) 270-3410,41805 ALBRAE STREET,,FREMONT,CA,94538,
Oceanwide Holdings,"Jordan, K. Taylor",Lighthouse Public Affairs,(415) 518-0959,"888 FIRST STREET, 6TH FLOOR",,SAN FRANCISCO,CA,94105,
Yishai Lerner,"Catalano, Tuija","Reuben, Junius & Rose, Llp",415-328-9474,3636 21st St.,,San Francisco,CA,94114,
Shaw Group,"Crowley, Coleen",Platinum Advisors,949-660-5486,"3347 MICHELSON DRIVE, SUITE 200",,IRVINE,CA,92612,
Universal Paragon Corporation,"Mosher, Mark","Bmwl & Partners, Inc",415-468-6676,150 Executive Park Blvd,,San Francisco,CA,94134,
Oyster Development Corp.,"Junius, Andrew","Reuben, Junius & Rose, Llp",4152983326,"355 1st Street, Ste. 809",,San Francisco,CA,94105,
Market Street Place,"Goodyear, Charles","Goodyear Peterson Hayward & Associates, Llc",(214) 561-8800,"8343 DOUGLAS AVENUE, SUITE 200",,DALLAS,TX,75225,
Dolby,"Clemens, Alex",Barbary Coast Consulting,415-645-5124,1275 Market St.,,San Francisco,CA,94102,
Boston Properties,"Kevlin, John","Reuben, Junius & Rose, Llp",415-772-0701,Four Embarcadero Center,,San Francisco,CA,94111,
Harrison Metal Llc,"Silverman, David","Reuben, Junius & Rose, Llp",415-567-9000,110 S. Park,,San Francisco,CA,94104,
Emerson Process Management,"Noyola, David",Platinum Advisors,412-963-4000,200 BETA DRIVE,,PITTSBURGH,PA,15238,
Airbnb,"Noyola, David G.",Noyola Piccini Group,855-424-7262,142 - 10TH STREET,,SAN FRANCISCO,CA,94103,
Meyer Capital,"Clemens, Alexander",Lighthouse Public Affairs,(415) 362-1546,"400 PACIFIC AVENUE, SUITE 2E",,SAN FRANCISCO,CA,94133,
18th Street Waterfront Homes Llc,"Gladstone, Brett",Hanson Bridgett Llp,PENDING,2501 MISSION STREET,,SAN FRANCISCO,CA,94110,
Urban West Associates Of San Diego,"Vettel, Steve",Farella Braun And Martel,(415) 963-2369,4030 Valente Drive,,Lafayette,CA,94549,
"Indigo Partners, Llc","Syme, Kirk","Tpg Capital Bd, Llc",602-224-1500,2525 E. Camelback Rd,,Phoenix,AZ,85016,
Old Republic Title Co.,"Gladstone, Brett",Hanson Bridgett Llp,(415) 397-0500,"275 Battery Street, Suite 1500",,San Francisco,CA,94111,
"Presidio Bay Ventures, Llc","Dorsey, Matt",Lighthouse Public Affairs,(760) 214-8753,"185 BERRY STREET, SUITE 1200",,SAN FRANCISCO,CA,94107,
Fresh & Easy Neighborhood Market,"Johnston, Karin",Hms Associates,310-341-1200,2120 Park Place,,El Segundo,CA,90245,
"Bluxome Partners, Llc","Knight, Jody","Reuben, Junius & Rose, Llp",7602148753,1160 Battery Street,,San Francisco,CA,94111,
"Becker Boards Small, Llc","Noyola, David",Platinum Advisors,480-370-7740,"4350 EAST CAMELBACK RD, SUITE B-195",,PHOENIX,AZ,85018,
Hdr,"Jones, Dwayne",Platinum Advisors,415-546-4200,"560 MISSION STREET, SUITE 900",,SAN FRANCISCO,CA,94105,
Shorenstein Properties Llc,"Noyola, David G.",Noyola Piccini Group,415.772.7000,"235 MONTGOMERY STREET, 16TH FLOOR",,SAN FRANCISCO,CA,94104,
Foster Interstate Media Inc.,"Potashner, Eric",Platinum Advisors,415-538-7070,"PIER 26 ANNEX, THE EMBARCADERO",,SAN FRANCISCO,CA,94105,
"Lori's Diner International, Llc","Cassolato, Stefano",Sgc Strategic Communications,415-677-9999,500 Sutter St.,,San Francisco,CA,94102,
At&t California,"Blakeman, Marc D.",At&t,415-778-1230,525 Market St.,,San Francisco,CA,94105,
One Medical Group,"Cassolato, Stefano",Sgc Strategic Communications,415-529-4572,"130 Sutter Street, 2nd Flr.",,San Francisco,CA,94104,
Mechanics Institute,"Jordan, K. Taylor",Lighthouse Public Affairs,(415) 393-0101,57 POST STREET,,SAN FRANCISCO,CA,94104,
Sixteenth  Street Center Llc,"Frattin, Daniel","Reuben, Junius & Rose, Llp",4153718333,827 De Haro Street,,San Francisco,CA,94107,
Royal Automotive Group,"Kevlin, John","Reuben, Junius & Rose, Llp",4155679000,285 South Van Ness,,San Francisco,CA,94103,
Maximus Realty Partners,"Turner, Brook",Coalition For Better Housing,(415) 584-4149,3711 19th Avenue,,San Francisco,CA,94132,
2785 San Bruno Avenue,"Piccini, Jacqueline",Noyola Piccini Group,(415) 323-0453,2785 SAN BRUNO AVENUE,,SAN FRANCISCO,CA,94134,
Au Energy,"Clemens, Alexander",Lighthouse Public Affairs,(510) 270-3410,41805 ALBRAE STREET,,FREMONT,CA,94538,
Accenture,"Gruwell, Chris S.",New Deal Advisers,4157327700,"555 SOUTH FLOWER STREET, SUITE 3700",,LOS ANGELES,CA,90071,
La Salle Hotel Properties,"Hayward, A. Boe",Lighthouse Public Affairs,(391) 941-1500,7550 WISCONSIN AVENUE,,BETHESDA,MD,20814,
St. Vincent De Paul,"Tourk, Alex",Ground Floor Public Affairs,415-977-1270,1237 Van Ness Avenue,,San Francisco,CA,94109,
San Francisco Federal Credit Union,"Gruwell, Chris",Platinum Advisors,415-775-5377,770 GOLDEN GATE AVENUE,,SAN FRANCISCO,CA,94102,
Paradigm Hotels Group,"Peterson, Rich",Goodyear Peterson Hayward & Associates,(650) 872-2017,150 W HARRIS AVENUE,,SOUTH SAN FRANCISCO,CA,94080,
"Starcity Properties, Inc.","Kevlin, John","Reuben, Junius & Rose, Llp",(415) 519-2973,1904 Baker St.,,San Francisco,CA,94115,
"Dolby Laboratories, Inc.","Peterson, Rich H.",Lighthouse Public Affairs,(415) 645-5124,1275 MARKET STREET,,SAN FRANCISCO,CA,94105,
Colosseo Ristorante & Bar,"Cassolato, Stefano",Sgc Strategic Communications,1-707-315-5828,414 Columbus Avenue,,San Francisco,CA,94133,
Shn,"Noyola, David",Platinum Advisors,888-746-1799,"1182 MARKET STREET, SUITE 200",,SAN FRANCISCO,CA,94102,
Integral Development,"Peterson, Rich H.",Lighthouse Public Affairs,(404) 224-1860,"191 PEACHTREE STREET, NE SUITE 4100",,ATLANTA,GA,30303,
Daniel Rabin,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc",415-522-5700,"731 SANSOME STREET, 2ND FLOOR",,SAN FRANCISCO,CA,94111,
Beumer Corporation,"Piccini, Jacqueline",Platinum Advisors,732-893-2800,800 APGAR DRIVE,,SOMERSET,NJ,08873,
"Lpc, Inc.","Gladstone, Brett",Hanson Bridgett Llp,(650) 365-5341,"900 Veterans Blvd., Suite 500",,Redwood City,CA,94063,
Feng Shui,"Cassolato, Stefano",Sgc Strategic Communications,415-922-9179,2346 Lombard Street,,San Francisco,CA,94123,
Uber,"Rutland, Patty-Jo",Self,415-555-5555,706 Mission Street,,San Francisco,CA,94103,
Bluemercury Store,"Jordan, K. Taylor",Lighthouse Public Affairs,(301) 520-8185,"1010 WISCONSIN AVENUE NW, SUITE 700",,WASHINGTON,DC,20007,
Grocery Outlet,"Kevlin, John","Reuben, Junius & Rose, Llp",9163165305,5650 Hollis Street,,Emeryville,CA,94608,
"Skyroam, Inc.","Piccini, Jacqueline",Platinum Advisors,(415) 992-9280,"180 SANSOME STREET, 4TH FLOOR",,SAN FRANCISCO,CA,94103,
2435-2445 16th Street,"Dorsey, Matt",Lighthouse Public Affairs,(415) 954-4400,2435-2445 16TH STREET,,SAN FRANCISCO,CA,94103,
Stanley Steamer,"Noyola, David",Platinum Advisors,415-974-3600,125 STILLMAN STREET,,SAN FRANCISCO,CA,94107,
Rrt Partners Llc,"Hayward, Boe","Goodyear Peterson Hayward & Associates, Llc",(415) 332-9242,14 SUNSHINE AVENUE,,SAUSALITO,CA,94965,
Standard 5-10-25 Cent Store Llc,"Loper, Mark","Reuben, Junius & Rose, Llp",4155679000,3545 California Street,,San Francisco,CA,94118,
Shaw Group,"Piccini, Jacqueline",Platinum Advisors,949-660-5486,"3347 MICHELSON DRIVE, SUITE 200",,IRVINE,CA,92612,
Meyer Capital Partners,"Peterson, Rich",Goodyear Peterson Hayward & Associates,(415) 362-1546,"400 PACIFIC AVENUE, SUITE 2E",,SAN FRANCISCO,CA,94133,
"Divco Group, Llc","Kevlin, John","Reuben, Junius & Rose, Llp",415-928-6600,"1489 Webster St., Ste. 218",,San Francisco,CA,94115,
Veritas Real Estate,"Turner, Brook",Coalition For Better Housing,(408) 206-6338,500 Washington Street,,San Francisco,CA,94104,
Strada,"Jordan, K. Taylor",Lighthouse Public Affairs,(415) 263-9150,"100 SPEAR STREET, SUITE 2080",,SAN FRANCISCO,CA,94105,
